Company Name,Industry,Funding Stage,Amount,Location,About Company,Year Funded,Investor
Sanfe,Hygiene,Pre series A,1100000.0,Delhi,Women health care and wellness product,2021,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital"
Go Desi,Foodtech,Seed Round,627300.0,Delhi,Provides traditional delicacies,2021,Rukam Capital
Swiggy,Foodtech,Series A,113000000.0,Bangalore,Platform to order food online from restaurants and getting it delievered,2021,Prosus N.V
Whatfix,SaaS,Series C,32000000.0,Banglore,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",2021,Sequoia Capital India
Unacademy,Edtech,Series E,110000000.0,Bangalore,Platform that offers online education in India,2021,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures"
Zvesta,Proptech,,5500000.0,Gurugram,An online platform where users can search and buy properties listed by developers and brokers,2021,Hindustan Media Ventures
Dunzo,Logistics,,11000000.0,Bangalore,India-based hyperlocal delivery startup,2021,Alteria Capital
Digit Insurance,Insurtech,,340000.0,Bangalore,General Insurance Company,2021,"Virat Kohli, Anushka Sharma"
Yolo,Transport,Seed funding,600000.0,Gurugram,Intercity transportation,2021,Undisclosed
SmartVizX,VR & SaaS,Pre series A,1397000.0,,It developed India’s first VR-based design communication and collaboration product Trezi,2021,Rockstud Capital
MaxWholesale,Ecommerce,Series A,3000000.0,Delhi,B2B ecommerce platform for kirana stores,2021,"IAN Fund-I,  Al Falaj Investment Company (AFI)"
Carbon Clean,Cleantech,,16000000.0,,Develops affordable carbon capture technology,2021,"WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation."
Onsitego,Sales & Services,Series B,19000000.0,,It offers post-purchase services through a network of brand authorised service centres throughout the country,2021,Zodius Growth Fund
Genius Corner,Edtech,,250000.0,Noida,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,2021,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats"
PlanetSpark,Edtech,,448500.0,Gurugram,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,2021,"Indian Angel Network, Lead Angels, Hyderabad Angels"
Simsim,Social Commerce,Series B,8000000.0,Bangalore,It enables community opinion influencers to sell products to thousands of micro-communities in India,2021,"Accel Partners, Shunwei Capital, Good Capital"
Shuttl,Transport,Series C,7975700.0,Delhi,App based bus aggregator serice,2021,SIG Global India Fund
Oga,Fitness,,330000.0,Bangalore,Provides interactive fitness experience to people across the world,2021,Inflection Point Ventures
Big Basket,Estore,,3500000.0,Bangalore,Online grocery store,2021,Trifecta Capital
CYFIRMA,SaaS,Series A,,Bangalore,Offer cybersecurity services,2021,Z3 Partners
Innoviti,,,5000000.0,Bangalore,Digital payments solutions company,2021,FMO
Paytm money,Fintech,,5600000.0,Bangalore,Wealth Management,2021,One97 Communications
Vedantu,Edtech,Series C,24000000.0,Bangalore,Onine learning platform,2021,GGV Capital
Yap,Fintech,,1402000.0,Chennai,Banking and payment products-focused API platform,2021,"Amrish Rau, Kunal Shah, Jitendra Gupta"
Clover,Agritech,Series A,5500000.0,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2021,"Omnivore, Accel Partners, Mayfield"
Nova Credit,Fintech,Series B,50000000.0,,Cross-border consumer credit startup,2021,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst."
CodingNinjas,Edtech,Series A,5200000.0,Delhi,Online learning platform,2021,Info Edge Ltd
Furlenco,Ecommerce,Series C,2200000.0,Bangalore,Furniture rental startup,2021,Chowdry Associates
Brick&Bolt,,Pre series A,1500000.0,Bangalore,Operates in the residential construction space,2021,Surge
HempStreet,Healthtech,Pre series A,1000000.0,,Manufacturer of ayurvedic medicines based on cannabis,2021,Pharmacon Holdings
MoEngage,Marketing,Series C,25000000.0,Bangalore,Customer analytics and cross-channel engagement platform,2021,Eight Roads Ventures
Classplus,Edtech,Pre series A,2500000.0,,It allows coaching centres to take their brick-and-mortar setup online,2021,"Blume Ventures, Sequoia"
Chaayos,Beverages,,21500000.0,,Provides customised range of tea,2021,Think Investment
PetPooja,SaaS,,2000000.0,Ahmedabad,Restaurant management software provider,2021,Udaan
Pepperfry,E-market,Series F,40000000.0,Mumbai,Online home furniture marketplace,2021,Pidilite Industries
FirstCry,E-market,Series E,296000000.0,Pune,Baby products marketplace,2021,Softbank’s Vision Fund
Byju,Edtech,,200000000.0,,Provides online learning classes,2021,General Atlantic
Waycool,Agritech,Series C,32000000.0,Chennai,Food development and distribution services,2021,LightBox Ventures
WorkIndia,HR tech,,6000000.0,,An online and mobile-based platform that connects companies with blue collar employees.,2021,Xiaomi
Qyuki,Media,,3500000.0,Mumbai,Multi-channel broadcast network,2021,Info Edge Venture Fund
Leap India,Agritech,Series B,30000000.0,Coimbatore,Agricultural warehousing and logistics company,2021,Neev Fund
Picxy,Media,,250000.0,Hyderabad,Stock photo industry,2021,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan"
Krimanshi,Agritech,,20000.0,Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,2021,Arunachal Pradesh Social Entrepreneurship Meet
Dot Pvt. Ltd,Fintech,Seed Round,8000000.0,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,2021,"PayU, Fosun RZ Capital"
Kuku FM,Media,Series A,5500000.0,Mumbai,A podcast platform,2021,Vertex Ventures
SuperMoney,Fintech,Pre series A,1000000.0,Mumbai,Provides financial tools for effective business making,2021,Unitus Ventures.
Rebel Foods,Food tech,,4900000.0,,It runs internet kitchen,2021,Alteria Capital
Fox Capital,Fintech,,2500000.0,Jaipur,Digital lending startup,2021,Institutional Investors
Tribe Theory,Accomodation,,3500000.0,Bangalore,An entrepreneur-focused hostel chain present in multiple locations across the world.,2021,Tim Draper
Fleetx,SaaS,Series A,1402400.0,,Fleet management and predictive analytics platform,2021,Beenext
Embibe,Edtech,,12618300.0,Mumbai,It provides AI-based data analytics to personalise learning outcomes,2021,Reliance Industries Limited (RIL)
Entri,Edtech,Seed Round,1400000.0,Kochi,It is a app that provides different types of learning content in local languages,2021,Good Capital
Oye! Rickshaw,E-mobility,Series A,10000000.0,,App-based electric rickshaw hailing service,2021,Chiratae Ventures
Seal Professional,Edtech,Pre series A,,Bangalore,Trains students in managemnt and leadership skills and also helps in placement,2021,Equanimity Ventures
1MG,Healthtech,,9900000.0,Gurugram,Online pharmacy,2021,Bill & Melinda Gates Foundation
Doubtnut,Edtech,Series A,15000000.0,Gurugram,Multi-lingual digital solutions platform for students,2021,Tencent
AdonMo,Ad-tech,,3000000.0,Bangalore,It is an online and outdoor advertising company,2021,Ant Financial
RACEnergy,E-mobility,Seed Round,,,It builds electric vehicles and supporting infrastructure,2021,"GrowX ventures, Prophetic Ventures"
BharatPe,Fintech,,100000000.0,Delhi,Digital payments platform,2021,Coatue Management
Kisan Network,Agritech,Seed Round,3000000.0,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,2021,Atsushi Taira
Vogo,Automotive,Series C,35000000.0,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2021,Lightstone Aspada
Yolo,Transport,Seed Round,600000.0,Gurugram,Intercity transportation startup,2021,Undisclosed
Unotech,SaaS,,2000000.0,Mumbai,It develops fully-customisable open source software,2021,Manish Choksi
Zetwerk,Marketplace,,2200000.0,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,2021,InnoVen capital
CureSkin,Healthtech,,500000.0,Bangalore,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,2021,SenseAI Ventures
WizKlub,Edtech,Seed Funding,982530.0,Bangalore,Helps students solve problems at complex level,2021,Incubate Fund India
Interviewbit,Edtech,Series A,200000000.0,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,2021,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)"
MoneyTap,Fintech,Series B,70185200.0,,App-based consumer credit line that gives customers access to credit on tap.,2021,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India"
INdwealth,Fintech,Series C,12000000.0,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,2021,"Tiger Global, Steadview Capital, DF International Private Partners"
Bizongo,Marketplace,Series C,30000000.0,Mumbai,A B2B marketplace for packaging materials,2021,Schroder Adveq
AppsFlyer,SaaS,Series D,210000000.0,Bangalore,Mobile marketing analytics and attribution platform,2021,General Atlantic
Digit Insurance,Insurtech,,84000000.0,Bangalore,General Insurance Company,2021,"A91 Partners, Faering Capital, TVS Capital"
Livspace,Interior Design,Series D,60000000.0,Bangalore,It offers end-to-end home design experience for homeowners and home designers,2021,"Tahoe Investment Group, Mercer Investment"
GetVantage,Fintech,Seed Round,,Mumbai,Revenue based finance provider,2021,"Samyakth Capital, Venture Catalysts"
LogiNext,Transport Automation,Series B,39000000.0,,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",2021,"Tiger Global, Steadview Capital"
Samosa Singh,Food,Series A,2700000.0,Bangalore,Offers hygienic Indian Snacks,2021,She Capital
Crysta,Healthtech,Pre Series A,1403400.0,Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,2021,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli"
Eupheus Learning,Edtech,Series A,4300000.0,New Delhi,"Provides technology-led, subscription-based learning solutions to schools",2021,Yuj Ventures
Bounce,Automotive and Rentals,Series D,105000000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,2021,"Accel Partners, B Capital"
Park+,Techonology,,11000000.0,,It is engaged in bringing digitization in parking,2021,"Sequoia Capital, Matrix Partners India"
Goodmylk,Dairy,Seed Round,400000.0,Bangalore,Provides Vegan dairy products,2021,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
SmartKarrot,SaaS,,1000000.0,,It tracks customers’ real-time digital behaviour,2021,Angel investors
Skylo,IoT,Series B,103000000.0,,Provides affordable and ever present network that connects machines or sensors,2021,SoftBank Group
Tea Trunk,Beverage,,220000.0,Goa,Global premium tea brand,2021,Angel investors
Zoomcar,Transport & Rentals,Series D,30000000.0,Bangalore,A car rental service platform,2021,Sony Innovation Fund
Mera Cashier,Fintech,Seed Round,250000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2021,"Amit Singal, Manish Aggarwal"
Samya AI,SaaS,Seed Round,6000000.0,,Revenue growth AI startup in the consumer packed goods (CPG) space,2021,Sequoia India
Kristal AI,AI,Series A,6000000.0,,Provides Algorithm-based financial services,2021,Chiratae Ventures
Invento Robotics,AI Robotics,Seed Round,281300.0,,Known for Mitra Series of Robots,2021,"Windrose Capital, ITI Growth Opportunities Venture Fund"
Medicus,Healthtech,,12700.0,Mumbai,AI-based platform that explains and interprets blood tests and medical reports,2021,Angel investors
Monech,Fintech,Seed Round,12700.0,Mumbai,Automated platform which will help users to take their financial decisions,2021,Angel investors
Teach Us,Edtech,Seed Round,12700.0,,Educational portal which enables the students to access information related to education at one common platform,2021,Angel investors
Phenom People,HR tech,Series C,30000000.0,,It redefines the means to search for a job and recruit top talent,2021,WestBridge Capital
Extra Edge,Edtech,Pre Series A,700000.0,Pune,Admission Marketing Automation software for the education industry,2021,"Sprout Venture Partners, Indian Angel Network"
Capital Quotient,Fintech,,600000.0,Bangalore,Investment advisor,2021,Undisclosed
Karfa,Ecommerce,Seed Round,25000.0,Delhi,It sells products crafted by artisans,2021,Undisclosed
Gamerji,Gaming,,400000.0,,Esports tournament platform,2021,La Gajjar Group
Bounce,Automotive and Rentals,Series D,97500000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,2021,"Accel Partners, B Capital"
Zinier,Automation,Series C,90000000.0,Bangalore,Provides intelligent field service automation,2021,ICONIQ Capital
ProEves,Preschool Daycare,Seed Round,507000.0,Delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",2021,1Crowd
Aesthetic Nutrition,Food diet,Pre Series A,,,Markets and sells chewable dietary supplements,2021,DSG Consumer Partners
Capital Float,Fintech,,15000000.0,Bangalore,Digital lending,2021,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
Ninjacart,B2B Agritech,Series C,10000000.0,Bangalore,Online grocery delivery platform,2021,"Flipkart India, Singapore-based GEC3"
TechnifyBiz,B2B Agritech,Seed Round,2000000.0,,Online marketplace for non-perishable food items,2021,"Omnivore, Insitor Impact Asia Fund"
Wysh,E-connect,Series A,2000000.0,Hyderabad,Celebrity engagement and wishing platform,2021,Kalaari Capital
Keito,AI,Seed Round,160000.0,Pune,Enterprise productivity startup,2021,Suma Soft Pvt Ltd
Klub,Fintech,Pre seed round,2000000.0,,Provides growth financing to high-affinity brands,2021,Sequoia Surge
Aadhar,Ecommerce,Seed Round,,Mumbai,Ayurveda wellness and lifestyle consumer brand,2021,"Sprout Venture Partners, JITO Angel Network, LetsVenture"
Rheo,Entertainment,,2000000.0,,Online e-sports streaming and community platform,2021,"Lightspeed Venture Partners, Sequoia Surge"
Axio Biosolutions,Medtech,Series B,5200000.0,Bangalore,Medical device manufacturer,2021,Omidyar Network India
Techbooze,Consultancy,Series A,15000000.0,,"Business Development, Consulting and Funding facilitator for Startups Enterprise",2021,Space Capital
Testbook,Edtech,Series B,8400000.0,,Helps students prepare online for competitive exams,2021,Iron Pillar
FabAlley,Ecommerce,,1100000.0,Noida,Online fashion store,2021,Trifecta Capital
HaikuJAM,,,3400000.0,,Creative writing mobile platform,2021,"Lightbox. Social Capital, Dunce Capital"
Mamaearth,Ecommerce,Series A,18300000.0,,Online baby and mother care brand,2021,Sequoia India
Rentomojo,Rental,,2000000.0,,"Furniture, electronics, and appliance-centric consumer leasing platform",2021,GMO Payment Gateway
Zomato,Foodtech,,150000000.0,,Online food delivery and restaurant discovery platform,2021,Ant Financial
Byju,Edtech,,200000000.0,,Provides online learning classes,2021,Tiger Global
Generico,Pharmacy,,1400000.0,Mumbai,Generic medicine focussed retail chain,2021,Alteria Capital
HighRadius,SaaS,Series B,125000000.0,Hyderabad,"An AI-based platform, to automate accounts receivables and treasury processes.",2021,ICONIQ Capital
